"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-20","9.6",",,E",,,"6.0",",,E","1.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-21","3.7",",,E",,,"7.8",",,E","4.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-22","1.5",",,E",,,"6.0",",,E","2.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-23","0.0",",,E",,,"4.9",",,E","1.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-24","0.6",",,E",,,"3.2",",,E","0.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-25","1.1",",,E",,,"2.3",",,E","0.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-26","0.1",",,E",,,"1.6",",,E","-1.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-27","4.8",",,E",,,"2.8",",,E","-1.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-28","0.0",",,E",,,"1.7",",,E","-4.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-29","0.0",",,E",,,"-1.6",",,E","-7.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-30","0.8",",,E",,,"0.1",",,E","-8.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-01-31","0.4",",,E",,,"2.0",",,E","-1.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-01","0.0",",,E",,,"2.2",",,E","-5.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-02","0.0",",,E",,,"1.8",",,E","-5.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-03","0.0",",,E",,,"-1.0",",,E","-5.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-04","0.0",",,E",,,"-1.3",",,E","-7.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-05","0.0",",,E",,,"-3.1",",,E","-10.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-06","0.0",",,E",,,"-3.3",",,E","-10.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-07","0.1",",,E",,,"-3.6",",,E","-9.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-08","0.0",",,E",,,"-1.8",",,E","-6.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-09","0.1",",,E",,,"-2.0",",,E","-5.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-10","0.0",",,E",,,"-1.4",",,E","-6.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-11","0.0",",,E",,,"-3.2",",,E","-9.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-12","0.0",",,E",,,"-0.7",",,E","-12.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-13","0.0",",,E",,,"2.8",",,E","-12.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-14","0.0",",,E",,,"2.9",",,E","-6.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-15","0.6",",,E",,,"1.0",",,E","-8.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-16","15.0",",,E",,,"0.1",",,E","-2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-17","3.3",",,E",,,"1.6",",,E","-0.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-18","4.5",",,E",,,"1.5",",,E","0.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-19","0.3",",,E",,,"5.9",",,E","1.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-20","0.0",",,E",,,"6.7",",,E","1.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-21","0.0",",,E",,,"9.7",",,E","2.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-22","0.0",",,E",,,"10.5",",,E","0.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-23","0.0",",,E",,,"8.6",",,E","4.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-24","0.0",",,E",,,"11.9",",,E","5.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-25","0.0",",,E",,,"14.0",",,E","5.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-26","0.0",",,E",,,"8.4",",,E","2.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-27","0.0",",,E",,,"9.5",",,E","-1.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-02-28","0.0",",,E",,,"7.9",",,E","1.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-01","0.0",",,E",,,"5.6",",,E","-2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-02","0.0",",,E",,,"3.4",",,E","-1.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-03","0.0",",,E",,,"2.3",",,E","-0.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-04","0.1",",,E",,,"6.6",",,E","-0.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-05","0.0",",,E",,,"6.6",",,E","-3.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-06","0.0",",,E",,,"6.2",",,E","-4.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-07","0.0",",,E",,,"7.5",",,E","1.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-08","0.0",",,E",,,"5.2",",,E","-6.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-09","0.0",",,E",,,"5.8",",,E","-6.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-10","3.5",",,E",,,"4.6",",,E","-3.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-11","8.1",",,E",,,"5.8",",,E","0.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-12","7.9",",,E",,,"7.8",",,E","4.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-13","4.9",",,E",,,"5.3",",,E","0.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-14","0.6",",,E",,,"7.2",",,E","1.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-15","6.4",",,E",,,"7.0",",,E","2.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-16","0.0",",,E",,,"8.6",",,E","0.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-17","0.0",",,E",,,"10.0",",,E","-1.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-18","0.0",",,E",,,"8.8",",,E","-2.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-19","0.0",",,E",,,"5.0",",,E","-1.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-20","0.5",",,E",,,"4.9",",,E","-2.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-21","0.0",",,E",,,"10.1",",,E","3.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-22","0.0",",,E",,,"9.7",",,E","-1.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-23","0.0",",,E",,,"6.9",",,E","4.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-24","0.0",",,E",,,"10.4",",,E","4.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-25","0.0",",,E",,,"13.1",",,E","4.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-26","0.2",",,E",,,"12.2",",,E","3.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-27","2.1",",,E",,,"9.1",",,E","3.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-28","4.6",",,E",,,"8.6",",,E","3.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-29","0.5",",,E",,,"10.5",",,E","6.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-30","0.0",",,E",,,"17.4",",,E","7.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-03-31","0.3",",,E",,,"17.0",",,E","4.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-01","0.4",",,E",,,"11.2",",,E","5.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-02","0.0",",,E",,,"11.2",",,E","0.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-03","0.0",",,E",,,"9.6",",,E","0.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-04","5.0",",,E",,,"8.8",",,E","-1.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-05","1.6",",,E",,,"6.3",",,E","-1.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-06","1.6",",,E",,,"7.1",",,E","1.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-07","0.0",",,E",,,"9.6",",,E","1.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-08","1.0",",,E",,,"6.9",",,E","1.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-09","0.4",",,E",,,"10.1",",,E","3.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-10","0.0",",,E",,,"9.8",",,E","1.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-11","5.1",",,E",,,"6.1",",,E","0.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-12","0.0",",,E",,,"9.4",",,E","2.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-13","0.9",",,E",,,"8.6",",,E","2.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-14","0.0",",,E",,,"12.3",",,E","-2.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-15","0.0",",,E",,,"13.5",",,E","-0.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-16","0.0",",,E",,,"14.2",",,E","-1.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-17","0.0",",,E",,,"17.9",",,E","6.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-18","0.0",",,E",,,"19.1",",,E","4.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-19","0.0",",,E",,,"20.3",",,E","5.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-20","0.0",",,E",,,"17.5",",,E","2.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-21","2.3",",,E",,,"11.5",",,E","2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-22","0.0",",,E",,,"10.6",",,E","4.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-23","0.0",",,E",,,"10.5",",,E","2.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-24","0.0",",,E",,,"10.1",",,E","-2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-25","0.0",",,E",,,"9.7",",,E","-0.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-26","0.0",",,E",,,"9.7",",,E","1.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-27","0.0",",,E",,,"11.6",",,E","-2.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-28","0.0",",,E",,,"13.1",",,E","0.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-29","0.5",",,E",,,"14.5",",,E","4.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-04-30","0.0",",,E",,,"13.8",",,E","3.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-01","0.0",",,E",,,"12.5",",,E","3.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-02","0.3",",,E",,,"14.9",",,E","2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-03","0.5",",,E",,,"10.4",",,E","2.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-04","10.1",",,E",,,"9.1",",,E","2.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-05","2.5",",,E",,,"9.1",",,E","6.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-06","3.7",",,E",,,"7.4",",,E","4.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-07","0.2",",,E",,,"12.2",",,E","3.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-08","3.3",",,E",,,"12.4",",,E","4.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-09","1.0",",,E",,,"19.1",",,E","6.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-10","1.5",",,E",,,"23.2",",,E","13.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-11","0.0",",,E",,,"16.9",",,E","11.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-12","0.0",",,E",,,"17.2",",,E","10.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-13","1.0",",,E",,,"17.0",",,E","10.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-14","0.0",",,E",,,"19.6",",,E","7.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-15","0.0",",,E",,,"13.5",",,E","9.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-16","8.7",",,E",,,"15.6",",,E","5.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-17","0.1",",,E",,,"15.8",",,E","6.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-18","0.8",",,E",,,"16.7",",,E","7.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-19","0.0",",,E",,,"16.4",",,E","5.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-20","0.6",",,E",,,"14.0",",,E","8.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-21","1.1",",,E",,,"15.4",",,E","5.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-22","3.0",",,E",,,"15.5",",,E","8.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-23","0.0",",,E",,,"11.7",",,E","9.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-24","0.0",",,E",,,"18.5",",,E","4.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-25","11.0",",,E",,,"15.3",",,E","9.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-26","4.7",",,E",,,"12.7",",,E","8.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-27","6.2",",,E",,,"15.0",",,E","8.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-28","0.0",",,E",,,"16.6",",,E","4.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-29","0.0",",,E",,,"16.8",",,E","9.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-30","0.0",",,E",,,"20.2",",,E","6.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-05-31","0.0",",,E",,,"22.6",",,E","7.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-01","0.0",",,E",,,"21.0",",,E","11.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-02","0.0",",,E",,,"20.0",",,E","8.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-03","0.0",",,E",,,"22.8",",,E","12.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-04","0.0",",,E",,,"23.4",",,E","11.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-05","0.0",",,E",,,"24.1",",,E","9.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-06","0.0",",,E",,,"27.2",",,E","11.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-07","0.2",",,E",,,"24.0",",,E","12.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-08","0.0",",,E",,,"20.7",",,E","9.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-09","0.0",",,E",,,"22.8",",,E","10.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-10","0.0",",,E",,,"24.2",",,E","10.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-11","0.0",",,E",,,"24.0",",,E","12.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-12","0.1",",,E",,,"21.2",",,E","15.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-13","0.0",",,E",,,"19.0",",,E","12.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-14","0.2",",,E",,,"22.8",",,E","10.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-15","0.0",",,E",,,"19.9",",,E","12.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-16","0.0",",,E",,,"21.1",",,E","7.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-17","0.0",",,E",,,"28.6",",,E","10.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-18","0.0",",,E",,,"30.0",",,E","18.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-19","0.0",",,E",,,"30.2",",,E","16.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-20","0.4",",,E",,,"28.7",",,E","13.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-21","2.3",",,E",,,"23.6",",,E","13.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-22","0.0",",,E",,,"21.5",",,E","13.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-23","0.3",",,E",,,"20.2",",,E","10.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-24","0.0",",,E",,,"22.2",",,E","14.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-25","0.0",",,E",,,"22.0",",,E","12.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-26","0.0",",,E",,,"23.7",",,E","13.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-27","0.0",",,E",,,"20.2",",,E","15.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-28","0.0",",,E",,,"26.4",",,E","10.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-29","2.0",",,E",,,"28.8",",,E","9.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-06-30","16.8",",,E",,,"21.3",",,E","15.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-01","1.9",",,E",,,"21.7",",,E","14.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-02","1.3",",,E",,,"22.9",",,E","16.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-03","0.0",",,E",,,"25.4",",,E","16.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-04","0.0",",,E",,,"24.0",",,E","16.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-05","7.4",",,E",,,"25.3",",,E","15.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-06","7.6",",,E",,,"25.1",",,E","13.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-07","0.0",",,E",,,"22.1",",,E","17.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-08","0.0",",,E",,,"24.5",",,E","14.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-09","22.2",",,E",,,"25.8",",,E","11.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-10","2.1",",,E",,,"20.1",",,E","14.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-11","0.0",",,E",,,"24.5",",,E","14.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-12","0.0",",,E",,,"26.2",",,E","13.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-13","0.0",",,E",,,"26.9",",,E","14.3",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-14","0.0",",,E",,,"30.6",",,E","16.1",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-15","0.0",",,E",,,"29.8",",,E","16.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-16","0.0",",,E",,,"31.1",",,E","18.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-17","0.0",",,E",,,"26.8",",,E","17.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-18","0.0",",,E",,,"23.1",",,E","17.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-19","0.0",",,E",,,"23.8",",,E","15.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-20","0.0",",,E",,,"22.5",",,E","12.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-21","0.0",",,E",,,"23.5",",,E","15.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-22","0.0",",,E",,,"23.5",",,E","12.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-23","0.0",",,E",,,"24.4",",,E","10.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-24","0.0",",,E",,,"26.6",",,E","12.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-25","0.0",",,E",,,"27.2",",,E","16.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-26","10.2",",,E",,,"28.2",",,E","16.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-27","6.9",",,E",,,"26.9",",,E","16.8",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-28","0.4",",,E",,,"24.7",",,E","15.2",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-29","17.0",",,E",,,"21.7",",,E","13.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-30","6.0",",,E",,,"22.3",",,E","14.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-07-31","4.0",",,E",,,"21.9",",,E","15.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-01","0.0",",,E",,,"21.3",",,E","14.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-02","5.0",",,E",,,"20.5",",,E","13.4",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-03","0.0",",,E",,,"20.2",",,E","13.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-04","0.0",",,E",,,"21.3",",,E","10.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-05","0.0",",,E",,,"24.9",",,E","7.9",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-06","0.2",",,E",,,"23.7",",,E","10.7",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-07","4.5",",,E",,,"21.6",",,E","11.5",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-08","23.0",",,E",,,"21.1",",,E","12.6",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-09","1.7",",,E",,,"20.3",",,E","15.0",",,E"
"SWE00137636","HELSINGBORG A, SW","56.03","12.77","43.0","2021-08-10","8.0",",,E",,,"20.5",",,E","11.8",",,E"
